respuesta,emocion,pregunta
No recuerdo nada.,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Cuando se accidentó un familiar y no poder ayudarlo,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Consultarlo con alguien de confianza,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Cuando recientemente mi tía que es muy cercana a mí se enfermó y no se sabía si iba a mejorar o no,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando tuve que intervenir en una pelea familiar aún estando chico(11 años) para poder proteger a mi familia.
Sentía que estaba fuera de mi control, no sabía qué hacer y debido a mi fuerza física, tampoco podía hacer mucho",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Yo siempre ayudo con lo que puedo y si este no fue el caso al menos lo intenté,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Aún me cuesta reaccionar de mejor manera me da mucho estrés y siento que me desquito con las personas y no se lo merecen,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"lo primero que hice fue ver si hay algo que pueda hacer y que esté en mi, si no, analizar la situación y ahora controlar de qué manera me podía afectar",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Intente tranquilizarme y pensar en alguna solución, y aunque no salio del todo bien, intente que saliera lo mejor posible.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Durante una emergencia familiar, sentí que todo se salía de control. No sabía qué hacer. Lloré, me angustié, pero luego entendí que debía mantener la calma para poder ayudar. Esa situación me enseñó a ser más fuerte.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Mal we,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando mi papá le pegó a mi mamá, era muy pequeño pero no supe que hacer, me sentía impotente porque no podía hacer nada",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
No hay,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
No me ha pasado,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando algo está fuera de mi control intento no preocuparme ni ponerme nervioso, tener la mente en claro y enfocada es la mejor manera de buscar opciones alternativas",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando tuve que dirigir a un equipo de voleibol, a pesar de yo dar las órdenes, mi equipo no me hacía caso, por lo que solo me tocó observar como jugaban e intentar crear nuevas estrategias para poder ganar, me sentí frustrado por no poder dirigir al equipo y que esté funcionará de manera correcta",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Fue una sensacion de miedo, enojo ya que todo ya estaba planeado a lo cual todo simplemente fue la frustración de que nada me salio como debia

Y lo que paso despues fue oedir ayuda ya que realmente no podia solo.yo",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Fui a buscar ayuda para manejar y entender la situación ya que por mi sola no podría lograr enfrentar la situación,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Cuando mi mamá enfermo y estaba a punto de fallecer. Sentí impotencia porque yo no podía controlar el defecto de la enfermedad ni evitar que se haya contagiado. También me sentía enojada con mi mamá porque pensaba que debía de haberse cuidado más.,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Una fiesta de disfraces, ha sido una situación fuera de control. Porque mis amigos se emborracharon y debía entregarle unas cosas a una amiga cuando ya estaba por irme y no sabía si dejarle las cosas pues ya estaba mal, sin embargo al final decidí dejárselas. Mi reacción fue de asombro y al mismo preocupante, sin embargo las cosas no se perdieron.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando llegue tarde por cuestiones de un tercero y tenia una junta importante para cuestiones de mi marca.
Al inicio me estrese pero después medite y solté todo aceptando qué no había nada que pudiera hacer",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Al principio estaba furioso porque creí que era mi responsabilidad, pero después me di cuenta que no me pertenecía a mi. Así que dejé ir y me sentí con menos carga.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
En una ocasión mi padre se enfermó y yo sentía que no podía hacer nada para que se sintiera mejor. Intenté buscar a alguien más para que me ayudará a resolverlo. Después de pedir ayuda llevamos a mi papá al doctor y así pudo mejorar,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
No recuerdo ningun evento  como ese,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Me estrese,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"En un asalto, sientes miedo y frustracion , solo deje que sucediera.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Un ser querido tuvo una emergencia médica grave. Sentí que todo se salía de control, como si el mundo se detuviera. Lloré, recé, intenté mantener la calma. No podía hacer mucho, solo estar ahí. Al final, todo salió bien, pero aprendí que a veces solo nos queda acompañar y tener fe",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Con miedo pero solamente espero que sucediera lo mejor,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Sentí enojo ya que no podía ayudar, estaba desesperado, pero ví y después se arregló el problema",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Ir a terapia me ha ayudado a reconocer que está en mi control y que cosas no, siempre dejo que las cosas pasen porque siempre hay una razón, respiro y encuentro el lado positivo de la situación.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Primero analice la situación, y fui descartando posibles ideas hasta llegar a la mejor de estás",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Pues me puse tranquilo y decidí calmarme y entender a la persona,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
no me ha pasado algo asi,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Creo que lo más fue fuera de control fue pues cuando me asaltaron porque fue algo que no podía evitar me sentí mal como mmm inservible,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Estaba en un trabajo y estaba atendiendo a mucha gente en ese momento entre en crisis porque ya no sabía que hacer entonces me di un momento para pensar y seguí con ello de la mejor forma,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Una vez trabajando con mi abuelo llegaron unos clientes problemáticos, mi abuelo manejaba un puesto de comida, cuando ya habían terminado de comer y pagar una de los clientes había dicho que yo le habia robado su cartera y entonces tiro al suelo la mesa con todo y trastes en ese momento no sabia que hacer ya que eran mayores que yo y eran varios tipos, de todas maneras se fueron y al salir un tio escucho que siempre tenia su cartera el cliente.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Cuando intente hacer mi examen de admisión y no estudie nada para el y solo metí documentos para una universidad y no sabía si iba a poder entrar pero al final si estudie lo más que pude y pude entrar,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Me siento frustrada y estresada por no poder hacer las cosas como me gustaría,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Reaccioné de forma de frustración y tristeza pero a lo mismo tiempo paso por mi cabeza lo mismo que no puedo hacer algo,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Pensé las cosas y marque a familiares para que todo pudiera pasar y resolver,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
