respuesta,emocion,pregunta,tokens,lemmas,texto_final
"Pues depende que fue. Si fue algo triste pues fue como de caer, levantarme y volver a seguir; si fue algo bueno pues fue como de sentirme muy contento, sentirme bien y hasta como inspirado para poder vivir esos eventos",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['pues', 'depende', 'triste', 'pues', 'caer', 'levantarme', 'volver', 'seguir', 'bueno', 'pues', 'sentirme', 'muy', 'contento', 'sentirme', 'bien', 'inspirado', 'poder', 'vivir', 'eventos']","['pues', 'depender', 'triste', 'pues', 'caer', 'levantarme', 'volver', 'seguir', 'bueno', 'pues', 'sentir yo', 'mucho', 'contento', 'sentir yo', 'bien', 'inspirado', 'poder', 'vivir', 'evento']",pues depender triste pues caer levantarme volver seguir bueno pues sentir yo mucho contento sentir yo bien inspirado poder vivir evento
No recuerdo alguna con un impacto realmente fuerte,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['recuerdo', 'alguna', 'impacto', 'realmente', 'fuerte']","['recordar', 'alguno', 'impacto', 'realmente', 'fuerte']",recordar alguno impacto realmente fuerte
Mi mundo se nublaba y simplemente quedé en shock,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['mundo', 'nublaba', 'simplemente', 'quedé', 'shock']","['mundo', 'nublar', 'simplemente', 'quedé', 'shock']",mundo nublar simplemente quedé shock
"Tal vez algo actual sería lo del paro, el último día de clases no fui porque tuve cita para el pasaporte, y al otro día se cancelaron las clases por el paro, de momento se siente raro, me siento como en la pandemia en algunas cosas, pero todo bien",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['tal', 'vez', 'actual', 'paro', 'último', 'día', 'clases', 'porque', 'cita', 'pasaporte', 'día', 'cancelaron', 'clases', 'paro', 'momento', 'raro', 'siento', 'pandemia', 'cosas', 'bien']","['tal', 'vez', 'actual', 'paro', 'último', 'día', 'clase', 'porque', 'citar', 'pasaporte', 'día', 'cancelar', 'clase', 'paro', 'momento', 'raro', 'siento', 'pandemia', 'cosa', 'bien']",tal vez actual paro último día clase porque citar pasaporte día cancelar clase paro momento raro siento pandemia cosa bien
"Pues fue algo que me hizó sentir bastante bien, porque fue el hecho de haber ganado algo jugando videojuegos y que a pesar de que era algo demasiado basico y que podías conseguir el cualquier lado, me hizo sentir espécial sobre todo el proceso por el cual tuve que pasar para que pudieran enviarme ese premio hasta mi casa, esa fue una experiencia que dificilmente voy a olvidar y que le tengo bastante cariño",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['pues', 'hizó', 'sentir', 'bastante', 'bien', 'porque', 'hecho', 'haber', 'ganado', 'jugando', 'videojuegos', 'pesar', 'demasiado', 'basico', 'podías', 'conseguir', 'cualquier', 'lado', 'hizo', 'sentir', 'espécial', 'proceso', 'pasar', 'pudieran', 'enviarme', 'premio', 'casa', 'experiencia', 'dificilmente', 'voy', 'olvidar', 'bastante', 'cariño']","['pues', 'hizar', 'sentir', 'bastante', 'bien', 'porque', 'hecho', 'haber', 'ganar', 'jugar', 'videojuego', 'pesar', 'demasiado', 'basico', 'podía', 'conseguir', 'cualquiera', 'lado', 'hacer', 'sentir', 'espécial', 'proceso', 'pasar', 'poder', 'enviar yo', 'premio', 'casa', 'experiencia', 'dificilmente', 'ir', 'olvidar', 'bastante', 'cariño']",pues hizar sentir bastante bien porque hecho haber ganar jugar videojuego pesar demasiado basico podía conseguir cualquiera lado hacer sentir espécial proceso pasar poder enviar yo premio casa experiencia dificilmente ir olvidar bastante cariño
Triste porque realmente no me lo esperaba pero también cambió mucho la forma de ver muchas cosas,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['triste', 'porque', 'realmente', 'esperaba', 'cambió', 'mucho', 'forma', 'ver', 'muchas', 'cosas']","['triste', 'porque', 'realmente', 'esperar', 'cambiar', 'mucho', 'forma', 'ver', 'mucho', 'cosa']",triste porque realmente esperar cambiar mucho forma ver mucho cosa
"Lloré, pero después no tuvo un gran impacto en mi vida",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['lloré', 'después', 'gran', 'impacto', 'vida']","['llorer', 'después', 'gran', 'impacto', 'vido']",llorer después gran impacto vido
Reaccioné con tristeza y el impacto que tuvo en mi fue el arrepentimiento,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['reaccioné', 'tristeza', 'impacto', 'arrepentimiento']","['reaccioné', 'tristeza', 'impacto', 'arrepentimiento']",reaccioné tristeza impacto arrepentimiento
Fue algo impactante y que cambio mi vida.,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['impactante', 'cambio', 'vida']","['impactante', 'cambio', 'vido']",impactante cambio vido
Sorpresa y de incoherencia,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['sorpresa', 'incoherencia']","['sorprés', 'incoherencia']",sorprés incoherencia
"Una vez, me enteré de que un familiar cercano había decidido mudarse a otro país de manera repentina. Al principio, me costó asimilar la noticia y sentí una mezcla de tristeza y sorpresa. Sin embargo, con el tiempo comprendí su decisión y aprendí a valorar aún más el tiempo que compartimos juntos. Esto me ayudó a entender que el cambio es parte de la vida y que siempre hay formas de mantener los lazos con las personas importantes.",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['vez', 'enteré', 'familiar', 'cercano', 'decidido', 'mudarse', 'país', 'manera', 'repentina', 'principio', 'costó', 'asimilar', 'noticia', 'sentí', 'mezcla', 'tristeza', 'sorpresa', 'sin', 'embargo', 'tiempo', 'comprendí', 'decisión', 'aprendí', 'valorar', 'aún', 'tiempo', 'compartimos', 'juntos', 'ayudó', 'entender', 'cambio', 'parte', 'vida', 'siempre', 'formas', 'mantener', 'lazos', 'personas', 'importantes']","['vez', 'enteré', 'familiar', 'cercano', 'decidido', 'mudar él', 'país', 'manera', 'repentino', 'principio', 'costar', 'asimilar', 'noticia', 'sentir', 'mezclar', 'tristeza', 'sorprés', 'sin', 'embargo', 'tiempo', 'comprendí', 'decisión', 'aprender', 'valorar', 'aún', 'tiempo', 'compartir', 'junto', 'ayudar', 'entender', 'cambio', 'parte', 'vida', 'siempre', 'formar', 'mantener', 'lazo', 'persona', 'importante']",vez enteré familiar cercano decidido mudar él país manera repentino principio costar asimilar noticia sentir mezclar tristeza sorprés sin embargo tiempo comprendí decisión aprender valorar aún tiempo compartir junto ayudar entender cambio parte vida siempre formar mantener lazo persona importante
"Sorprendido, perdido, triste, molesto y con miedo, me volvió más consciente de que nada es para siempre.",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['sorprendido', 'perdido', 'triste', 'molesto', 'miedo', 'volvió', 'consciente', 'nada', 'siempre']","['sorprendido', 'perdido', 'triste', 'molesto', 'miedo', 'volver', 'consciente', 'nada', 'siempre']",sorprendido perdido triste molesto miedo volver consciente nada siempre
Muy feliz y con ganas de seguir adelante,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['muy', 'feliz', 'ganas', 'seguir', 'adelante']","['mucho', 'feliz', 'gana', 'seguir', 'adelante']",mucho feliz gana seguir adelante
Cambio toda mi vida,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['cambio', 'toda', 'vida']","['cambio', 'todo', 'vida']",cambio todo vida
"Si, me quede en shock",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['quede', 'shock']","['quedar', 'shock']",quedar shock
"Mmm siento que no me ha pasado eso, es ""predecible"" entonces siempre me espero que pase ese tipo de cosas",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['mmm', 'siento', 'pasado', 'predecible', 'entonces', 'siempre', 'espero', 'pase', 'tipo', 'cosas']","['mmm', 'siento', 'pasado', 'predecible', 'entonces', 'siempre', 'esperar', 'pasar', 'tipo', 'cosa']",mmm siento pasado predecible entonces siempre esperar pasar tipo cosa
"Me quedé en shock por un momento, todo se detuvo y después corrí a los brazos de mi mamá",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['quedé', 'shock', 'momento', 'detuvo', 'después', 'corrí', 'brazos', 'mamá']","['quedar', 'shock', 'momento', 'detener', 'después', 'corrí', 'brazo', 'mamá']",quedar shock momento detener después corrí brazo mamá
"Fue cuando me avisaron el fallecimiento de mi mascota, fue un momento de quiebre, estaba en clases y solo quería irme en ese momento a mi pueblo, para poder irla a enterrar yo mismo, fue mi compañera muchos años, ella siempre estaba conmigo cuando nadie mas lo estaba, con ella no me sentía solo y esa noticia me agarro en un mal momento y esa vez si me rompí frente a personas y hasta el momento, me acuerdo o tengo recuerdos de mi mascota y hay veces que si llego a llorar por extrañarla",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['cuando', 'avisaron', 'fallecimiento', 'mascota', 'momento', 'quiebre', 'clases', 'solo', 'quería', 'irme', 'momento', 'pueblo', 'poder', 'irla', 'enterrar', 'mismo', 'compañera', 'años', 'siempre', 'conmigo', 'cuando', 'nadie', 'mas', 'sentía', 'solo', 'noticia', 'agarro', 'mal', 'momento', 'vez', 'rompí', 'frente', 'personas', 'momento', 'acuerdo', 'recuerdos', 'mascota', 'veces', 'llego', 'llorar', 'extrañarla']","['cuando', 'avisar', 'fallecimiento', 'mascota', 'momento', 'quiebre', 'clase', 'solo', 'querer', 'irme', 'momento', 'pueblo', 'poder', 'ir él', 'enterrar', 'mismo', 'compañera', 'año', 'siempre', 'yo', 'cuando', 'nadie', 'mas', 'sentir', 'solo', 'noticia', 'agarro', 'mal', 'momento', 'vez', 'rompí', 'frente', 'persona', 'momento', 'acuerdo', 'recuerdo', 'mascotar', 'veces', 'llego', 'llorar', 'extrañar él']",cuando avisar fallecimiento mascota momento quiebre clase solo querer irme momento pueblo poder ir él enterrar mismo compañera año siempre yo cuando nadie mas sentir solo noticia agarro mal momento vez rompí frente persona momento acuerdo recuerdo mascotar veces llego llorar extrañar él
"Lo que más me a impactado a fue la enfermedad de mi padre. No lo tenía previsto.
Solo fue de primero impotencia por no saber que hacer, pero poco a poco fui tomando las riendas de mi casa y ayude a mi familia a sacar el negocio adelante y a su vez ayudar a mi mamá con las labores del hogar.",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['impactado', 'enfermedad', 'padre', 'previsto', 'solo', 'primero', 'impotencia', 'saber', 'hacer', 'poco', 'poco', 'tomando', 'riendas', 'casa', 'ayude', 'familia', 'sacar', 'negocio', 'adelante', 'vez', 'ayudar', 'mamá', 'labores', 'hogar']","['impactado', 'enfermedad', 'padre', 'previsto', 'solo', 'primero', 'impotencia', 'saber', 'hacer', 'poco', 'poco', 'tomar', 'rienda', 'casar', 'ayude', 'familia', 'sacar', 'negocio', 'adelante', 'vez', 'ayudar', 'mamá', 'labor', 'hogar']",impactado enfermedad padre previsto solo primero impotencia saber hacer poco poco tomar rienda casar ayude familia sacar negocio adelante vez ayudar mamá labor hogar
En reencontrarme con mis viejos amigos de la prepa en verano fue el mejor momento de mi vida y fue el mejor día,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['reencontrarme', 'viejos', 'amigos', 'prepa', 'verano', 'mejor', 'momento', 'vida', 'mejor', 'día']","['reencontrarme', 'viejo', 'amigo', 'prepar', 'verano', 'mejor', 'momento', 'vida', 'mejor', 'día']",reencontrarme viejo amigo prepar verano mejor momento vida mejor día
"Miedo, pero con ganas de enfrentarlo.",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['miedo', 'ganas', 'enfrentarlo']","['miedo', 'gana', 'enfrentar él']",miedo gana enfrentar él
"Fue una noticia sobre un familiar fallecido, fue un momento muy doloroso porque era alguien muy cercano 
Me hizo cambiar mi forma de ser y probablemente mi forma de pensar",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['noticia', 'familiar', 'fallecido', 'momento', 'muy', 'doloroso', 'porque', 'alguien', 'muy', 'cercano', 'hizo', 'cambiar', 'forma', 'ser', 'probablemente', 'forma', 'pensar']","['noticia', 'familiar', 'fallecido', 'momento', 'mucho', 'doloroso', 'porque', 'alguien', 'mucho', 'cercano', 'hacer', 'cambiar', 'forma', 'ser', 'probablemente', 'formar', 'pensar']",noticia familiar fallecido momento mucho doloroso porque alguien mucho cercano hacer cambiar forma ser probablemente formar pensar
"De igual forma me sentí abrumado por tantas emociones que sentí en esa ocasión, actualmente solo recuerdo con nostalgia ese momento, pero nunca es fácil lidiar con un evento inesperado.",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['igual', 'forma', 'sentí', 'abrumado', 'tantas', 'emociones', 'sentí', 'ocasión', 'actualmente', 'solo', 'recuerdo', 'nostalgia', 'momento', 'nunca', 'fácil', 'lidiar', 'evento', 'inesperado']","['igual', 'forma', 'sentir', 'abrumar', 'tanto', 'emoción', 'sentir', 'ocasión', 'actualmente', 'solo', 'recordar', 'nostalgia', 'momento', 'nunca', 'fácil', 'lidiar', 'evento', 'inesperado']",igual forma sentir abrumar tanto emoción sentir ocasión actualmente solo recordar nostalgia momento nunca fácil lidiar evento inesperado
Cuando recibo la noticia que había entrado a la carrera reaccione de una manera muy feliz y tuvo un impacto positivo en mi.,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['cuando', 'recibo', 'noticia', 'entrado', 'carrera', 'reaccione', 'manera', 'muy', 'feliz', 'impacto', 'positivo']","['cuando', 'recibo', 'noticia', 'entrado', 'carrera', 'reaccionar', 'manera', 'mucho', 'feliz', 'impacto', 'positivo']",cuando recibo noticia entrado carrera reaccionar manera mucho feliz impacto positivo
